collection_id,bin_id,collection_date,location_type,district,fill_level_percent,fill_level_category,waste_type_primary,days_since_last_collection,nearby_population,overflow_reported,odor_complaint,priority_score,priority_category
COL_0103990,BIN_00482,2023-05-20,commercial,Teshie-Nungua,22.0,low,recyclable,3,560,0,0,18,LOW
COL_0103991,BIN_00482,2023-05-23,commercial,Teshie-Nungua,31.5,medium,organic,3,560,0,0,31,MEDIUM
COL_0103992,BIN_00482,2023-05-26,commercial,Teshie-Nungua,36.8,medium,recyclable,3,560,0,0,24,LOW
COL_0103993,BIN_00482,2023-05-29,commercial,Teshie-Nungua,36.5,medium,general,3,560,0,0,26,LOW
COL_0103994,BIN_00482,2023-06-01,commercial,Teshie-Nungua,29.2,low,recyclable,3,560,0,0,18,LOW
COL_0103995,BIN_00482,2023-06-05,commercial,Teshie-Nungua,33.4,medium,recyclable,4,560,0,0,28,LOW
COL_0103996,BIN_00482,2023-06-08,commercial,Teshie-Nungua,31.1,medium,general,3,560,0,0,26,LOW
COL_0103997,BIN_00482,2023-06-11,commercial,Teshie-Nungua,29.2,low,recyclable,3,560,0,0,18,LOW
COL_0103998,BIN_00482,2023-06-14,commercial,Teshie-Nungua,41.4,medium,e_waste,3,560,0,0,36,MEDIUM
COL_0103999,BIN_00482,2023-06-17,commercial,Teshie-Nungua,26.7,low,recyclable,3,560,0,0,18,LOW
COL_0104000,BIN_00482,2023-06-22,commercial,Teshie-Nungua,46.5,medium,organic,5,560,0,0,39,MEDIUM
COL_0104001,BIN_00482,2023-06-25,commercial,Teshie-Nungua,19.9,low,general,3,560,0,0,20,LOW
COL_0104002,BIN_00482,2023-06-28,commercial,Teshie-Nungua,22.1,low,general,3,560,0,0,20,LOW
COL_0104003,BIN_00482,2023-07-01,commercial,Teshie-Nungua,23.2,low,recyclable,3,560,0,0,18,LOW
COL_0104004,BIN_00482,2023-07-04,commercial,Teshie-Nungua,31.3,medium,e_waste,3,560,0,0,36,MEDIUM
COL_0104005,BIN_00482,2023-07-07,commercial,Teshie-Nungua,29.4,low,recyclable,3,560,0,0,18,LOW
COL_0104006,BIN_00482,2023-07-11,commercial,Teshie-Nungua,29.8,low,general,4,560,0,0,24,LOW
COL_0104007,BIN_00482,2023-07-14,commercial,Teshie-Nungua,37.3,medium,recyclable,3,560,0,0,24,LOW
COL_0104008,BIN_00482,2023-07-17,commercial,Teshie-Nungua,25.8,low,organic,3,560,0,0,25,LOW
COL_0104009,BIN_00482,2023-07-20,commercial,Teshie-Nungua,33.2,medium,recyclable,3,560,0,0,24,LOW
COL_0104010,BIN_00482,2023-07-23,commercial,Teshie-Nungua,19.3,low,recyclable,3,560,0,0,18,LOW
COL_0104011,BIN_00482,2023-07-26,commercial,Teshie-Nungua,31.8,medium,general,3,560,0,0,26,LOW
COL_0104012,BIN_00482,2023-07-29,commercial,Teshie-Nungua,19.3,low,recyclable,3,560,0,0,18,LOW
COL_0104013,BIN_00482,2023-08-02,commercial,Teshie-Nungua,43.6,medium,organic,4,560,0,0,35,MEDIUM
COL_0104014,BIN_00482,2023-08-04,commercial,Teshie-Nungua,60.9,high,e_waste,2,560,0,0,43,MEDIUM
COL_0104015,BIN_00482,2023-08-07,commercial,Teshie-Nungua,36.8,medium,organic,3,560,0,0,31,MEDIUM
COL_0104016,BIN_00482,2023-08-12,commercial,Teshie-Nungua,92.5,critical,general,5,560,0,0,61,HIGH
COL_0104017,BIN_00482,2023-08-15,commercial,Teshie-Nungua,58.7,medium,recyclable,3,560,0,0,34,MEDIUM
COL_0104018,BIN_00482,2023-08-19,commercial,Teshie-Nungua,46.8,medium,general,4,560,0,0,30,MEDIUM
COL_0104019,BIN_00482,2023-08-22,commercial,Teshie-Nungua,41.9,medium,general,3,560,0,0,26,LOW
COL_0104020,BIN_00482,2023-08-25,commercial,Teshie-Nungua,43.3,medium,recyclable,3,560,0,0,24,LOW
COL_0104021,BIN_00482,2023-08-28,commercial,Teshie-Nungua,28.3,low,general,3,560,0,0,20,LOW
COL_0104022,BIN_00482,2023-09-01,commercial,Teshie-Nungua,49.8,medium,organic,4,560,0,0,35,MEDIUM
COL_0104023,BIN_00482,2023-09-04,commercial,Teshie-Nungua,25.2,low,recyclable,3,560,0,0,18,LOW
COL_0104024,BIN_00482,2023-09-07,commercial,Teshie-Nungua,36.3,medium,general,3,560,0,0,26,LOW
COL_0104025,BIN_00482,2023-09-11,commercial,Teshie-Nungua,25.7,low,organic,4,560,0,0,29,LOW
COL_0104026,BIN_00482,2023-09-14,commercial,Teshie-Nungua,31.7,medium,organic,3,560,0,0,31,MEDIUM
COL_0104027,BIN_00482,2023-09-17,commercial,Teshie-Nungua,24.8,low,recyclable,3,560,0,0,18,LOW
COL_0104028,BIN_00482,2023-09-20,commercial,Teshie-Nungua,28.0,low,general,3,560,0,0,20,LOW
COL_0104029,BIN_00482,2023-09-23,commercial,Teshie-Nungua,28.1,low,general,3,560,0,0,20,LOW
COL_0104030,BIN_00482,2023-09-27,commercial,Teshie-Nungua,38.7,medium,general,4,560,0,0,30,MEDIUM
COL_0104031,BIN_00482,2023-09-30,commercial,Teshie-Nungua,24.0,low,organic,3,560,0,0,25,LOW
COL_0104032,BIN_00482,2023-10-05,commercial,Teshie-Nungua,44.6,medium,general,5,560,0,0,34,MEDIUM
COL_0104033,BIN_00482,2023-10-12,commercial,Teshie-Nungua,63.1,high,recyclable,7,560,0,0,45,MEDIUM
COL_0104034,BIN_00482,2023-10-15,commercial,Teshie-Nungua,28.0,low,recyclable,3,560,0,0,18,LOW
COL_0104035,BIN_00482,2023-10-18,commercial,Teshie-Nungua,32.8,medium,general,3,560,0,0,26,LOW
COL_0104036,BIN_00482,2023-10-22,commercial,Teshie-Nungua,30.8,medium,general,4,560,0,0,30,MEDIUM
COL_0104037,BIN_00482,2023-10-25,commercial,Teshie-Nungua,26.1,low,general,3,560,0,0,20,LOW
COL_0104038,BIN_00482,2023-10-28,commercial,Teshie-Nungua,29.8,low,recyclable,3,560,0,0,18,LOW
COL_0104039,BIN_00482,2023-10-31,commercial,Teshie-Nungua,21.1,low,general,3,560,0,0,20,LOW
COL_0104040,BIN_00482,2023-11-03,commercial,Teshie-Nungua,33.3,medium,organic,3,560,0,0,31,MEDIUM
COL_0104041,BIN_00482,2023-11-07,commercial,Teshie-Nungua,23.0,low,general,4,560,0,0,24,LOW
COL_0104042,BIN_00482,2023-11-11,commercial,Teshie-Nungua,38.9,medium,organic,4,560,0,0,35,MEDIUM
COL_0104043,BIN_00482,2023-11-14,commercial,Teshie-Nungua,22.6,low,organic,3,560,0,0,25,LOW
COL_0104044,BIN_00482,2023-11-18,commercial,Teshie-Nungua,45.9,medium,recyclable,4,560,0,0,28,LOW
COL_0104045,BIN_00482,2023-11-23,commercial,Teshie-Nungua,43.4,medium,organic,5,560,0,0,39,MEDIUM
COL_0104046,BIN_00482,2023-11-26,commercial,Teshie-Nungua,25.7,low,recyclable,3,560,0,0,18,LOW
COL_0104047,BIN_00482,2023-11-29,commercial,Teshie-Nungua,30.1,medium,organic,3,560,0,0,31,MEDIUM
COL_0104048,BIN_00482,2023-12-02,commercial,Teshie-Nungua,31.1,medium,organic,3,560,0,0,31,MEDIUM
COL_0104049,BIN_00482,2023-12-05,commercial,Teshie-Nungua,30.8,medium,recyclable,3,560,0,0,24,LOW
COL_0104050,BIN_00482,2023-12-08,commercial,Teshie-Nungua,44.7,medium,general,3,560,0,0,26,LOW
COL_0104051,BIN_00482,2023-12-11,commercial,Teshie-Nungua,28.4,low,organic,3,560,0,0,25,LOW
COL_0104052,BIN_00482,2023-12-14,commercial,Teshie-Nungua,41.5,medium,organic,3,560,0,0,31,MEDIUM
COL_0104053,BIN_00482,2023-12-17,commercial,Teshie-Nungua,25.8,low,construction,3,560,0,0,15,LOW
COL_0104054,BIN_00482,2023-12-20,commercial,Teshie-Nungua,46.3,medium,organic,3,560,0,0,31,MEDIUM
COL_0104055,BIN_00482,2023-12-23,commercial,Teshie-Nungua,55.3,medium,recyclable,3,560,0,0,34,MEDIUM
COL_0104056,BIN_00482,2023-12-26,commercial,Teshie-Nungua,52.8,medium,hazardous,3,560,0,0,56,HIGH
COL_0104057,BIN_00482,2023-12-31,commercial,Teshie-Nungua,84.6,high,organic,5,560,0,0,59,HIGH
COL_0104058,BIN_00483,2022-01-04,market,Spintex,100.0,critical,organic,4,1273,1,1,72,CRITICAL
COL_0104059,BIN_00483,2022-01-06,market,Spintex,70.2,high,recyclable,2,1273,0,0,31,MEDIUM
COL_0104060,BIN_00483,2022-01-08,market,Spintex,83.1,high,organic,2,1273,0,0,48,MEDIUM
COL_0104061,BIN_00483,2022-01-11,market,Spintex,56.0,medium,general,3,1273,0,0,36,MEDIUM
COL_0104062,BIN_00483,2022-01-14,market,Spintex,81.3,high,organic,3,1273,0,0,51,HIGH
COL_0104063,BIN_00483,2022-01-18,market,Spintex,99.6,critical,recyclable,4,1273,0,0,55,HIGH
COL_0104064,BIN_00483,2022-01-20,market,Spintex,60.4,high,organic,2,1273,0,0,38,MEDIUM
COL_0104065,BIN_00483,2022-01-22,market,Spintex,74.3,high,organic,2,1273,0,0,38,MEDIUM
COL_0104066,BIN_00483,2022-01-25,market,Spintex,75.1,high,recyclable,3,1273,0,0,44,MEDIUM
COL_0104067,BIN_00483,2022-01-28,market,Spintex,80.4,high,organic,3,1273,0,0,51,HIGH
COL_0104068,BIN_00483,2022-01-30,market,Spintex,62.6,high,general,2,1273,0,0,33,MEDIUM
COL_0104069,BIN_00483,2022-02-03,market,Spintex,98.6,critical,organic,4,1273,0,0,62,HIGH
COL_0104070,BIN_00483,2022-02-07,market,Spintex,92.3,critical,recyclable,4,1273,0,0,55,HIGH
COL_0104071,BIN_00483,2022-02-09,market,Spintex,60.7,high,organic,2,1273,0,0,38,MEDIUM
COL_0104072,BIN_00483,2022-02-12,market,Spintex,100.0,critical,organic,3,1273,1,0,65,HIGH
COL_0104073,BIN_00483,2022-02-15,market,Spintex,56.3,medium,organic,3,1273,0,0,41,MEDIUM
COL_0104074,BIN_00483,2022-02-19,market,Spintex,100.0,critical,organic,4,1273,1,0,69,HIGH
COL_0104075,BIN_00483,2022-02-23,market,Spintex,94.6,critical,general,4,1273,0,0,57,HIGH
COL_0104076,BIN_00483,2022-02-25,market,Spintex,63.8,high,general,2,1273,0,0,33,MEDIUM
COL_0104077,BIN_00483,2022-02-28,market,Spintex,70.3,high,general,3,1273,0,0,36,MEDIUM
COL_0104078,BIN_00483,2022-03-03,market,Spintex,65.2,high,organic,3,1273,0,0,41,MEDIUM
COL_0104079,BIN_00483,2022-03-06,market,Spintex,66.9,high,organic,3,1273,0,0,41,MEDIUM
COL_0104080,BIN_00483,2022-03-09,market,Spintex,69.6,high,organic,3,1273,0,0,41,MEDIUM
COL_0104081,BIN_00483,2022-03-12,market,Spintex,80.8,high,organic,3,1273,0,1,54,HIGH
COL_0104082,BIN_00483,2022-03-15,market,Spintex,44.8,medium,organic,3,1273,0,0,31,MEDIUM
COL_0104083,BIN_00483,2022-03-19,market,Spintex,100.0,critical,organic,4,1273,1,0,69,HIGH
COL_0104084,BIN_00483,2022-03-22,market,Spintex,59.3,medium,organic,3,1273,0,0,41,MEDIUM
COL_0104085,BIN_00483,2022-03-25,market,Spintex,75.7,high,recyclable,3,1273,0,0,44,MEDIUM
COL_0104086,BIN_00483,2022-03-28,market,Spintex,71.6,high,recyclable,3,1273,0,0,34,MEDIUM
COL_0104087,BIN_00483,2022-04-03,market,Spintex,100.0,critical,organic,6,1273,0,1,69,HIGH
COL_0104088,BIN_00483,2022-04-07,market,Spintex,100.0,critical,organic,4,1273,1,1,72,CRITICAL
COL_0104089,BIN_00483,2022-04-10,market,Spintex,65.1,high,organic,3,1273,0,0,41,MEDIUM
COL_0104090,BIN_00483,2022-04-15,market,Spintex,86.0,critical,general,5,1273,0,0,54,HIGH
COL_0104091,BIN_00483,2022-04-18,market,Spintex,50.4,medium,organic,3,1273,0,0,41,MEDIUM
COL_0104092,BIN_00483,2022-04-21,market,Spintex,51.8,medium,organic,3,1273,0,0,41,MEDIUM
COL_0104093,BIN_00483,2022-04-24,market,Spintex,57.1,medium,organic,3,1273,0,0,41,MEDIUM
COL_0104094,BIN_00483,2022-04-27,market,Spintex,42.6,medium,general,3,1273,0,0,26,LOW
COL_0104095,BIN_00483,2022-04-30,market,Spintex,65.7,high,organic,3,1273,0,0,41,MEDIUM
COL_0104096,BIN_00483,2022-05-03,market,Spintex,42.9,medium,organic,3,1273,0,0,31,MEDIUM
COL_0104097,BIN_00483,2022-05-06,market,Spintex,63.9,high,general,3,1273,0,0,36,MEDIUM
COL_0104098,BIN_00483,2022-05-10,market,Spintex,64.9,high,recyclable,4,1273,0,0,38,MEDIUM
COL_0104099,BIN_00483,2022-05-14,market,Spintex,72.6,high,organic,4,1273,0,1,48,MEDIUM
COL_0104100,BIN_00483,2022-05-17,market,Spintex,32.0,medium,general,3,1273,0,0,26,LOW
COL_0104101,BIN_00483,2022-05-20,market,Spintex,41.1,medium,recyclable,3,1273,0,0,24,LOW
COL_0104102,BIN_00483,2022-05-23,market,Spintex,47.4,medium,general,3,1273,0,0,26,LOW
COL_0104103,BIN_00483,2022-05-26,market,Spintex,51.1,medium,organic,3,1273,0,0,41,MEDIUM
COL_0104104,BIN_00483,2022-05-29,market,Spintex,42.5,medium,recyclable,3,1273,0,0,24,LOW
COL_0104105,BIN_00483,2022-06-01,market,Spintex,40.3,medium,organic,3,1273,0,0,31,MEDIUM
COL_0104106,BIN_00483,2022-06-04,market,Spintex,59.1,medium,recyclable,3,1273,0,0,34,MEDIUM
COL_0104107,BIN_00483,2022-06-08,market,Spintex,57.1,medium,organic,4,1273,0,0,45,MEDIUM
COL_0104108,BIN_00483,2022-06-15,market,Spintex,100.0,critical,recyclable,7,1273,1,0,69,HIGH
COL_0104109,BIN_00483,2022-06-19,market,Spintex,63.0,high,recyclable,4,1273,0,0,38,MEDIUM
COL_0104110,BIN_00483,2022-06-22,market,Spintex,50.6,medium,recyclable,3,1273,0,0,34,MEDIUM
COL_0104111,BIN_00483,2022-06-25,market,Spintex,47.1,medium,organic,3,1273,0,0,31,MEDIUM
COL_0104112,BIN_00483,2022-06-28,market,Spintex,47.7,medium,organic,3,1273,0,0,31,MEDIUM
COL_0104113,BIN_00483,2022-07-01,market,Spintex,73.3,high,organic,3,1273,0,1,44,MEDIUM
COL_0104114,BIN_00483,2022-07-07,market,Spintex,96.9,critical,recyclable,6,1273,0,0,59,HIGH
COL_0104115,BIN_00483,2022-07-10,market,Spintex,51.6,medium,organic,3,1273,0,0,41,MEDIUM
COL_0104116,BIN_00483,2022-07-13,market,Spintex,43.3,medium,general,3,1273,0,0,26,LOW
COL_0104117,BIN_00483,2022-07-16,market,Spintex,50.9,medium,organic,3,1273,0,0,41,MEDIUM
COL_0104118,BIN_00483,2022-07-19,market,Spintex,42.1,medium,recyclable,3,1273,0,0,24,LOW
COL_0104119,BIN_00483,2022-07-22,market,Spintex,45.7,medium,general,3,1273,0,0,26,LOW
COL_0104120,BIN_00483,2022-07-28,market,Spintex,93.6,critical,organic,6,1273,0,0,66,HIGH
COL_0104121,BIN_00483,2022-07-31,market,Spintex,53.7,medium,recyclable,3,1273,0,0,34,MEDIUM
COL_0104122,BIN_00483,2022-08-03,market,Spintex,76.5,high,organic,3,1273,0,1,54,HIGH
COL_0104123,BIN_00483,2022-08-05,market,Spintex,71.5,high,organic,2,1273,0,0,38,MEDIUM
COL_0104124,BIN_00483,2022-08-09,market,Spintex,99.2,critical,organic,4,1273,0,0,62,HIGH
COL_0104125,BIN_00483,2022-08-12,market,Spintex,100.0,critical,organic,3,1273,1,1,68,HIGH
COL_0104126,BIN_00483,2022-08-16,market,Spintex,92.2,critical,organic,4,1273,0,0,62,HIGH
COL_0104127,BIN_00483,2022-08-20,market,Spintex,100.0,critical,organic,4,1273,0,0,62,HIGH
COL_0104128,BIN_00483,2022-08-23,market,Spintex,67.8,high,organic,3,1273,0,0,41,MEDIUM
COL_0104129,BIN_00483,2022-08-26,market,Spintex,90.8,critical,recyclable,3,1273,0,0,51,HIGH
COL_0104130,BIN_00483,2022-08-29,market,Spintex,73.7,high,organic,3,1273,0,0,41,MEDIUM
COL_0104131,BIN_00483,2022-09-02,market,Spintex,79.8,high,general,4,1273,0,0,50,HIGH
COL_0104132,BIN_00483,2022-09-05,market,Spintex,44.2,medium,general,3,1273,0,0,26,LOW
COL_0104133,BIN_00483,2022-09-08,market,Spintex,42.3,medium,organic,3,1273,0,0,31,MEDIUM
COL_0104134,BIN_00483,2022-09-11,market,Spintex,44.7,medium,organic,3,1273,0,0,31,MEDIUM
COL_0104135,BIN_00483,2022-09-15,market,Spintex,61.7,high,organic,4,1273,0,0,45,MEDIUM
COL_0104136,BIN_00483,2022-09-18,market,Spintex,38.1,medium,recyclable,3,1273,0,0,24,LOW
COL_0104137,BIN_00483,2022-09-21,market,Spintex,40.4,medium,organic,3,1273,0,0,31,MEDIUM
COL_0104138,BIN_00483,2022-09-24,market,Spintex,36.7,medium,organic,3,1273,0,0,31,MEDIUM
COL_0104139,BIN_00483,2022-09-27,market,Spintex,36.8,medium,organic,3,1273,0,0,31,MEDIUM
COL_0104140,BIN_00483,2022-10-01,market,Spintex,62.2,high,organic,4,1273,0,0,45,MEDIUM
COL_0104141,BIN_00483,2022-10-04,market,Spintex,38.6,medium,organic,3,1273,0,0,31,MEDIUM
COL_0104142,BIN_00483,2022-10-07,market,Spintex,43.3,medium,recyclable,3,1273,0,0,24,LOW
COL_0104143,BIN_00483,2022-10-10,market,Spintex,41.2,medium,general,3,1273,0,0,26,LOW
COL_0104144,BIN_00483,2022-10-13,market,Spintex,49.8,medium,organic,3,1273,0,0,31,MEDIUM
COL_0104145,BIN_00483,2022-10-16,market,Spintex,51.0,medium,general,3,1273,0,0,36,MEDIUM
COL_0104146,BIN_00483,2022-10-19,market,Spintex,45.7,medium,general,3,1273,0,0,26,LOW
COL_0104147,BIN_00483,2022-10-23,market,Spintex,65.9,high,organic,4,1273,0,0,45,MEDIUM
COL_0104148,BIN_00483,2022-10-26,market,Spintex,53.7,medium,organic,3,1273,0,0,41,MEDIUM
COL_0104149,BIN_00483,2022-10-30,market,Spintex,62.6,high,recyclable,4,1273,0,0,38,MEDIUM
COL_0104150,BIN_00483,2022-11-02,market,Spintex,40.8,medium,recyclable,3,1273,0,0,24,LOW
COL_0104151,BIN_00483,2022-11-07,market,Spintex,83.8,high,organic,5,1273,0,1,62,HIGH
COL_0104152,BIN_00483,2022-11-12,market,Spintex,92.7,critical,general,5,1273,0,0,61,HIGH
COL_0104153,BIN_00483,2022-11-15,market,Spintex,45.3,medium,organic,3,1273,0,0,31,MEDIUM
COL_0104154,BIN_00483,2022-11-18,market,Spintex,55.5,medium,organic,3,1273,0,0,41,MEDIUM
COL_0104155,BIN_00483,2022-11-22,market,Spintex,52.8,medium,organic,4,1273,0,0,45,MEDIUM
COL_0104156,BIN_00483,2022-11-26,market,Spintex,79.0,high,general,4,1273,0,0,50,HIGH
COL_0104157,BIN_00483,2022-11-30,market,Spintex,48.1,medium,organic,4,1273,0,0,35,MEDIUM
COL_0104158,BIN_00483,2022-12-02,market,Spintex,67.1,high,organic,2,1273,0,0,38,MEDIUM
COL_0104159,BIN_00483,2022-12-06,market,Spintex,95.2,critical,organic,4,1273,0,0,62,HIGH
COL_0104160,BIN_00483,2022-12-09,market,Spintex,80.1,high,organic,3,1273,0,1,54,HIGH
COL_0104161,BIN_00483,2022-12-12,market,Spintex,72.1,high,organic,3,1273,0,0,41,MEDIUM
COL_0104162,BIN_00483,2022-12-14,market,Spintex,60.3,high,organic,2,1273,0,0,38,MEDIUM
COL_0104163,BIN_00483,2022-12-16,market,Spintex,61.6,high,organic,2,1273,0,0,38,MEDIUM
COL_0104164,BIN_00483,2022-12-19,market,Spintex,77.2,high,general,3,1273,0,0,46,MEDIUM
COL_0104165,BIN_00483,2022-12-22,market,Spintex,100.0,critical,general,3,1273,1,0,60,HIGH
COL_0104166,BIN_00483,2022-12-24,market,Spintex,100.0,critical,construction,2,1273,1,0,52,HIGH
COL_0104167,BIN_00483,2022-12-26,market,Spintex,78.7,high,recyclable,2,1273,0,0,41,MEDIUM
COL_0104168,BIN_00483,2022-12-28,market,Spintex,66.6,high,organic,2,1273,0,0,38,MEDIUM
COL_0104169,BIN_00483,2022-12-30,market,Spintex,89.1,critical,general,2,1273,0,0,43,MEDIUM
COL_0104170,BIN_00483,2023-01-01,market,Spintex,71.6,high,general,2,1273,0,0,33,MEDIUM
COL_0104171,BIN_00483,2023-01-04,market,Spintex,69.9,high,organic,3,1273,0,0,41,MEDIUM
COL_0104172,BIN_00483,2023-01-06,market,Spintex,62.2,high,organic,2,1273,0,0,38,MEDIUM
COL_0104173,BIN_00483,2023-01-08,market,Spintex,62.9,high,organic,2,1273,0,0,38,MEDIUM
COL_0104174,BIN_00483,2023-01-11,market,Spintex,69.9,high,general,3,1273,0,0,36,MEDIUM
COL_0104175,BIN_00483,2023-01-13,market,Spintex,60.4,high,organic,2,1273,0,0,38,MEDIUM
COL_0104176,BIN_00483,2023-01-16,market,Spintex,64.9,high,organic,3,1273,0,0,41,MEDIUM
COL_0104177,BIN_00483,2023-01-19,market,Spintex,72.2,high,organic,3,1273,0,0,41,MEDIUM
COL_0104178,BIN_00483,2023-01-21,market,Spintex,66.4,high,organic,2,1273,0,0,38,MEDIUM
COL_0104179,BIN_00483,2023-01-25,market,Spintex,94.1,critical,organic,4,1273,0,1,65,HIGH
COL_0104180,BIN_00483,2023-01-31,market,Spintex,100.0,critical,organic,6,1273,1,1,76,CRITICAL
COL_0104181,BIN_00483,2023-02-03,market,Spintex,85.4,critical,organic,3,1273,0,0,51,HIGH
COL_0104182,BIN_00483,2023-02-06,market,Spintex,75.2,high,general,3,1273,0,0,46,MEDIUM
COL_0104183,BIN_00483,2023-02-10,market,Spintex,100.0,critical,hazardous,4,1273,0,0,77,CRITICAL
COL_0104184,BIN_00483,2023-02-13,market,Spintex,70.9,high,organic,3,1273,0,1,44,MEDIUM
COL_0104185,BIN_00483,2023-02-17,market,Spintex,100.0,critical,organic,4,1273,1,1,72,CRITICAL
COL_0104186,BIN_00483,2023-02-20,market,Spintex,71.2,high,organic,3,1273,0,0,41,MEDIUM
COL_0104187,BIN_00483,2023-02-23,market,Spintex,70.4,high,organic,3,1273,0,0,41,MEDIUM
COL_0104188,BIN_00483,2023-02-26,market,Spintex,88.3,critical,organic,3,1273,0,1,54,HIGH
COL_0104189,BIN_00483,2023-03-01,market,Spintex,81.8,high,hazardous,3,1273,0,0,66,HIGH
COL_0104190,BIN_00483,2023-03-04,market,Spintex,89.4,critical,organic,3,1273,0,0,51,HIGH
COL_0104191,BIN_00483,2023-03-07,market,Spintex,59.7,medium,general,3,1273,0,0,36,MEDIUM
COL_0104192,BIN_00483,2023-03-10,market,Spintex,71.1,high,recyclable,3,1273,0,0,34,MEDIUM
COL_0104193,BIN_00483,2023-03-13,market,Spintex,58.6,medium,organic,3,1273,0,0,41,MEDIUM
COL_0104194,BIN_00483,2023-03-16,market,Spintex,70.8,high,organic,3,1273,0,1,44,MEDIUM
COL_0104195,BIN_00483,2023-03-20,market,Spintex,91.6,critical,organic,4,1273,0,1,65,HIGH
COL_0104196,BIN_00483,2023-03-24,market,Spintex,100.0,critical,organic,4,1273,1,0,69,HIGH
COL_0104197,BIN_00483,2023-03-28,market,Spintex,76.6,high,organic,4,1273,0,0,55,HIGH
COL_0104198,BIN_00483,2023-03-31,market,Spintex,70.7,high,organic,3,1273,0,1,44,MEDIUM
COL_0104199,BIN_00483,2023-04-03,market,Spintex,65.3,high,general,3,1273,0,0,36,MEDIUM
COL_0104200,BIN_00483,2023-04-07,market,Spintex,100.0,critical,organic,4,1273,0,0,62,HIGH
COL_0104201,BIN_00483,2023-04-10,market,Spintex,89.1,critical,recyclable,3,1273,0,0,44,MEDIUM
COL_0104202,BIN_00483,2023-04-13,market,Spintex,60.6,high,recyclable,3,1273,0,0,34,MEDIUM
COL_0104203,BIN_00483,2023-04-16,market,Spintex,42.3,medium,organic,3,1273,0,0,31,MEDIUM
COL_0104204,BIN_00483,2023-04-20,market,Spintex,70.8,high,recyclable,4,1273,0,0,38,MEDIUM
COL_0104205,BIN_00483,2023-04-23,market,Spintex,47.2,medium,recyclable,3,1273,0,0,24,LOW
COL_0104206,BIN_00483,2023-04-26,market,Spintex,45.7,medium,organic,3,1273,0,0,31,MEDIUM
COL_0104207,BIN_00483,2023-04-29,market,Spintex,62.7,high,hazardous,3,1273,0,0,56,HIGH
COL_0104208,BIN_00483,2023-05-02,market,Spintex,42.8,medium,organic,3,1273,0,0,31,MEDIUM
COL_0104209,BIN_00483,2023-05-05,market,Spintex,47.3,medium,organic,3,1273,0,0,31,MEDIUM
COL_0104210,BIN_00483,2023-05-08,market,Spintex,56.1,medium,organic,3,1273,0,0,41,MEDIUM
COL_0104211,BIN_00483,2023-05-11,market,Spintex,42.5,medium,organic,3,1273,0,0,31,MEDIUM
COL_0104212,BIN_00483,2023-05-14,market,Spintex,45.1,medium,general,3,1273,0,0,26,LOW
COL_0104213,BIN_00483,2023-05-17,market,Spintex,43.8,medium,construction,3,1273,0,0,21,LOW
COL_0104214,BIN_00483,2023-05-20,market,Spintex,44.7,medium,organic,3,1273,0,0,31,MEDIUM
COL_0104215,BIN_00483,2023-05-23,market,Spintex,41.8,medium,recyclable,3,1273,0,0,24,LOW
COL_0104216,BIN_00483,2023-05-27,market,Spintex,81.3,high,organic,4,1273,0,0,55,HIGH
COL_0104217,BIN_00483,2023-05-30,market,Spintex,38.7,medium,organic,3,1273,0,0,31,MEDIUM
COL_0104218,BIN_00483,2023-06-02,market,Spintex,60.1,high,organic,3,1273,0,0,41,MEDIUM
COL_0104219,BIN_00483,2023-06-05,market,Spintex,43.4,medium,organic,3,1273,0,0,31,MEDIUM
COL_0104220,BIN_00483,2023-06-09,market,Spintex,66.4,high,organic,4,1273,0,0,45,MEDIUM
COL_0104221,BIN_00483,2023-06-15,market,Spintex,80.7,high,organic,6,1273,0,1,62,HIGH
COL_0104222,BIN_00483,2023-06-18,market,Spintex,40.7,medium,organic,3,1273,0,0,31,MEDIUM
COL_0104223,BIN_00483,2023-06-21,market,Spintex,51.5,medium,general,3,1273,0,0,36,MEDIUM
COL_0104224,BIN_00483,2023-06-24,market,Spintex,52.1,medium,organic,3,1273,0,0,41,MEDIUM
COL_0104225,BIN_00483,2023-06-27,market,Spintex,41.9,medium,organic,3,1273,0,0,31,MEDIUM
COL_0104226,BIN_00483,2023-07-01,market,Spintex,69.2,high,recyclable,4,1273,0,0,38,MEDIUM
COL_0104227,BIN_00483,2023-07-04,market,Spintex,42.1,medium,general,3,1273,0,0,26,LOW
COL_0104228,BIN_00483,2023-07-07,market,Spintex,55.0,medium,organic,3,1273,0,0,41,MEDIUM
COL_0104229,BIN_00483,2023-07-11,market,Spintex,57.0,medium,general,4,1273,0,0,40,MEDIUM
COL_0104230,BIN_00483,2023-07-14,market,Spintex,48.5,medium,organic,3,1273,0,0,31,MEDIUM
COL_0104231,BIN_00483,2023-07-17,market,Spintex,43.5,medium,general,3,1273,0,0,26,LOW
COL_0104232,BIN_00483,2023-07-20,market,Spintex,57.4,medium,organic,3,1273,0,0,41,MEDIUM
COL_0104233,BIN_00483,2023-07-23,market,Spintex,42.5,medium,general,3,1273,0,0,26,LOW
COL_0104234,BIN_00483,2023-07-26,market,Spintex,42.2,medium,organic,3,1273,0,0,31,MEDIUM
COL_0104235,BIN_00483,2023-07-29,market,Spintex,48.8,medium,recyclable,3,1273,0,0,24,LOW
